feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
Na h-Eileanan Siar,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,80% least deprived,All,All,All
Stirling,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,80% least deprived,All,All,All
Perth and Kinross,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,11,All,All,80% least deprived,All,All,All
North Lanarkshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,55,All,All,80% least deprived,All,All,All
Midlothian,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,80% least deprived,All,All,All
Scotland,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,80% least deprived,All,All,All
Scotland,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,80% least deprived,All,All,All
Angus,2017,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,80% least deprived,All,All,All
Stirling,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,All,80% least deprived,All,All,All
Dundee City,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,All,80% least deprived,All,All,All
Moray,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,All,80% least deprived,All,All,All
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,All,All,80% least deprived,All,All,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,80% least deprived,All,All,All
Perth and Kinross,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,80% least deprived,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,All,All,With Children,All
Na h-Eileanan Siar,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,63,All,All,80% least deprived,All,All,All
Fife,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,80% least deprived,All,All,All
East Dunbartonshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,80% least deprived,All,All,All
North Lanarkshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,63,All,All,80% least deprived,All,All,All
Fife,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,All,80% least deprived,All,All,All
South Lanarkshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,All,80% least deprived,All,All,All
Aberdeen City,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,All,80% least deprived,All,All,All
Dundee City,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,All,80% least deprived,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,All,All,All,All,All
South Lanarkshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,Female,All,All,All,All,All
Aberdeen City,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,19,All,All,80% least deprived,All,All,All
Stirling,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,80% least deprived,All,All,All
Perth and Kinross,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,80% least deprived,All,All,All
Aberdeen City,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,80% least deprived,All,All,All
Midlothian,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,80% least deprived,All,All,All
Glasgow City,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,80% least deprived,All,All,All
East Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,31,All,All,80% least deprived,All,All,All
Aberdeenshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,14,All,All,80% least deprived,All,All,All
Perth and Kinross,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,72,All,All,80% least deprived,All,All,All
Stirling,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,80% least deprived,All,All,All
Argyll and Bute,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,80% least deprived,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
East Ayrshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,29,All,All,20% most deprived,All,All,All
Inverclyde,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,20% most deprived,All,All,All
North Ayrshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,28,All,All,20% most deprived,All,All,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,20% most deprived,All,All,All
South Lanarkshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,20% most deprived,All,All,All
Scotland,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,20% most deprived,All,All,All
North Ayrshire,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
North Lanarkshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,All,All,All,All,All
Dundee City,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,20% most deprived,All,All,All
Scotland,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,20% most deprived,All,All,All
North Lanarkshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,22,All,All,20% most deprived,All,All,All
Glasgow City,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,All,20% most deprived,All,All,All
Fife,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,20% most deprived,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,Female,All,All,All,All,All
West Lothian,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,27,All,All,20% most deprived,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,All,All,Adults,All
Clackmannanshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,20% most deprived,All,All,All
Scotland,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,20% most deprived,All,All,All
Inverclyde,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,20% most deprived,All,All,All
Scotland,2015,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
Scotland,2013,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
Scotland,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
South Ayrshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,All,All
North Ayrshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
Inverclyde,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,49,All,All,20% most deprived,All,All,All
Inverclyde,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,20% most deprived,All,All,All
Scotland,2016,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
West Lothian,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,All,All,All,All,All
North Lanarkshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,20% most deprived,All,All,All
South Ayrshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,Male,All,All,All,All,All
North Ayrshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,20% most deprived,All,All,All
South Lanarkshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,All,All,Pensioners,All
Scotland,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,20% most deprived,All,All,All
South Ayrshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,All,All,All,All,Adults,All
Inverclyde,2015,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,20% most deprived,All,All,All
Inverclyde,2013,distance_to_nearest_green_or_blue_space,Don't Know,5,All,All,20% most deprived,All,All,All
Dundee City,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,59,All,All,20% most deprived,All,All,All
Renfrewshire,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,All,20% most deprived,All,All,All
Inverclyde,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
Orkney Islands,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,All,All,All,With Children,All
North Lanarkshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,All,All,Pensioners,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,All,All,With Children,All
Orkney Islands,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,7,All,All,All,All,Adults,All
North Lanarkshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,Male,All,All,All,All,All
North Lanarkshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,All,All,All,All,All
Aberdeenshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,All,All,All,All
Orkney Islands,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,All,All
Orkney Islands,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,5,Female,All,All,All,All,All
East Lothian,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,All,All,All,Pensioners,All
Dundee City,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,20% most deprived,All,All,All
Orkney Islands,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,6,All,All,All,All,Pensioners,All
East Lothian,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,7,All,All,All,All,With Children,All
West Lothian,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,Male,All,All,All,All,All
South Ayrshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,2,All,All,All,All,With Children,All
Clackmannanshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,1,All,All,20% most deprived,All,All,All
South Lanarkshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,20% most deprived,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,All,20% most deprived,All,All,All
Fife,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,All,20% most deprived,All,All,All
Renfrewshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,All,20% most deprived,All,All,All
South Ayrshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,All,All,All,Pensioners,All
Fife,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,All,20% most deprived,All,All,All
South Lanarkshire,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,27,All,All,20% most deprived,All,All,All
City of Edinburgh,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,All,20% most deprived,All,All,All
Renfrewshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,16,All,All,20% most deprived,All,All,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,All,All,All,Adults,All
Scotland,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,20% most deprived,All,All,All
Scotland,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,All,20% most deprived,All,All,All
South Lanarkshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,16,All,All,20% most deprived,All,All,All
Clackmannanshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,11,All,All,20% most deprived,All,All,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,20% most deprived,All,All,All
Scotland,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,All,20% most deprived,All,All,All
Fife,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,All,20% most deprived,All,All,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,All,All,All,All,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,Female,All,All,All,All,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,All,All,Pensioners,All
South Lanarkshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,21,All,All,20% most deprived,All,All,All
Dundee City,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,26,All,All,20% most deprived,All,All,All
Dundee City,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,All,20% most deprived,All,All,All
West Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,20% most deprived,All,All,All
Clackmannanshire,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,20% most deprived,All,All,All
West Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,19,All,All,20% most deprived,All,All,All
North Lanarkshire,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,All,20% most deprived,All,All,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,All,20% most deprived,All,All,All
Highland,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,80% least deprived,All,All,All
West Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,80% least deprived,All,All,All
Moray,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,80% least deprived,All,All,All
Stirling,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,80% least deprived,All,All,All
Fife,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,78,All,All,80% least deprived,All,All,All
Scotland,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,80% least deprived,All,All,All
Angus,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,80% least deprived,All,All,All
East Lothian,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,82,All,All,80% least deprived,All,All,All
Aberdeenshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,72,All,All,80% least deprived,All,All,All
South Lanarkshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,Male,All,All,All,All,All
North Ayrshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,53,All,All,80% least deprived,All,All,All
Stirling,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,3,All,All,80% least deprived,All,All,All
Perth and Kinross,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,All,80% least deprived,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,14,All,All,80% least deprived,All,All,All
East Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,All,80% least deprived,All,All,All
Stirling,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,All,80% least deprived,All,All,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,All,80% least deprived,All,All,All
Shetland Islands,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,6,All,All,80% least deprived,All,All,All
Aberdeenshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,All,80% least deprived,All,All,All
City of Edinburgh,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,All,80% least deprived,All,All,All
Moray,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,80,All,All,80% least deprived,All,All,All
Dumfries and Galloway,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,80% least deprived,All,All,All
East Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,80% least deprived,All,All,All
East Ayrshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,80% least deprived,All,All,All
Perth and Kinross,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,14,All,All,80% least deprived,All,All,All
West Lothian,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,All,80% least deprived,All,All,All
West Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,All,80% least deprived,All,All,All
East Lothian,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,8,All,All,80% least deprived,All,All,All
Orkney Islands,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,11,All,All,80% least deprived,All,All,All
Scotland,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,All,80% least deprived,All,All,All
Aberdeen City,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,80% least deprived,All,All,All
Aberdeenshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,8,All,All,80% least deprived,All,All,All
Scottish Borders,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,85,All,All,80% least deprived,All,All,All
Stirling,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,80% least deprived,All,All,All
Scotland,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,70,All,All,80% least deprived,All,All,All
Angus,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,80% least deprived,All,All,All
Perth and Kinross,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,19,All,All,All,All,All,All
Falkirk,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,80% least deprived,All,All,All
North Ayrshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,All,80% least deprived,All,All,All
North Ayrshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,80% least deprived,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,22,All,All,80% least deprived,All,All,All
East Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,80% least deprived,All,All,All
Scottish Borders,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,80% least deprived,All,All,All
South Ayrshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,80% least deprived,All,All,All
Fife,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,80% least deprived,All,All,All
Dumfries and Galloway,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,3,All,All,80% least deprived,All,All,All
Highland,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,12,All,All,80% least deprived,All,All,All
Aberdeen City,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,56,All,All,80% least deprived,All,All,All
North Ayrshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,80% least deprived,All,All,All
North Ayrshire,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,80% least deprived,All,All,All
Scottish Borders,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,80% least deprived,All,All,All
Stirling,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,85,All,All,80% least deprived,All,All,All
Midlothian,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,80% least deprived,All,All,All
Clackmannanshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,80% least deprived,All,All,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,All,All,All,Adults,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,Female,All,All,All,All,All
Inverclyde,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,80% least deprived,All,All,All
Argyll and Bute,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,All,80% least deprived,All,All,All
West Lothian,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,80% least deprived,All,All,All
Shetland Islands,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,79,All,All,80% least deprived,All,All,All
Fife,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,83,All,All,80% least deprived,All,All,All
South Ayrshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,80% least deprived,All,All,All
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,80% least deprived,All,All,All
Inverclyde,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,80% least deprived,All,All,All
Orkney Islands,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,80% least deprived,All,All,All
Fife,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,80% least deprived,All,All,All
Glasgow City,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,All,80% least deprived,All,All,All
Falkirk,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,25,All,All,80% least deprived,All,All,All
West Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,53,All,All,80% least deprived,All,All,All
Dundee City,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,All,80% least deprived,All,All,All
Shetland Islands,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,8,All,All,80% least deprived,All,All,All
East Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,80% least deprived,All,All,All
East Ayrshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,71,All,All,80% least deprived,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,30,All,All,All,All,Pensioners,All
East Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,80% least deprived,All,All,All
East Ayrshire,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,All,80% least deprived,All,All,All
Shetland Islands,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,9,All,All,80% least deprived,All,All,All
Renfrewshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,80% least deprived,All,All,All
East Lothian,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,80% least deprived,All,All,All
Aberdeenshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,80% least deprived,All,All,All
East Lothian,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,12,All,All,80% least deprived,All,All,All
South Ayrshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,80% least deprived,All,All,All
Aberdeenshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,All,80% least deprived,All,All,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,Male,All,All,All,All,All
East Lothian,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,11,All,All,80% least deprived,All,All,All
Angus,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,80% least deprived,All,All,All
Glasgow City,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,80% least deprived,All,All,All
Shetland Islands,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,82,All,All,80% least deprived,All,All,All
Aberdeen City,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,59,All,All,80% least deprived,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,80% least deprived,All,All,All
Shetland Islands,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,80% least deprived,All,All,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,80% least deprived,All,All,All
West Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,48,All,All,20% most deprived,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
West Lothian,2017,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,20% most deprived,All,All,All
Glasgow City,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,52,All,All,20% most deprived,All,All,All
South Lanarkshire,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,All,20% most deprived,All,All,All
West Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,30,All,All,20% most deprived,All,All,All
East Ayrshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
Glasgow City,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,50,All,All,20% most deprived,All,All,All
East Ayrshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,Female,All,All,All,All,All
Fife,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,20% most deprived,All,All,All
Clackmannanshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,20% most deprived,All,All,All
South Ayrshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,11,All,All,All,All,All,All
Inverclyde,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,20% most deprived,All,All,All
Glasgow City,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,46,All,All,20% most deprived,All,All,All
Clackmannanshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,20% most deprived,All,All,All
Moray,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,Adults,All
West Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,5,All,All,20% most deprived,All,All,All
East Ayrshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,20% most deprived,All,All,All
Scotland,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,20% most deprived,All,All,All
South Lanarkshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,20% most deprived,All,All,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,All,20% most deprived,All,All,All
South Lanarkshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,20% most deprived,All,All,All
Fife,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
Moray,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,All,All
East Ayrshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,20% most deprived,All,All,All
Scotland,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,20% most deprived,All,All,All
West Dunbartonshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,44,All,All,20% most deprived,All,All,All
